date,data_loading,optimization
2026-03-01,2.544301748275757,0.6902549266815186
2026-03-02,3.0214858055114746,0.853245735168457
2026-03-03,2.398313283920288,0.8420045375823975
2026-03-04,2.4120702743530273,0.7054545879364014
2026-03-05,12.230630874633789,0.8800299167633057
2026-03-06,5.705121994018555,0.7326231002807617
2026-03-07,19.40716052055359,0.7805047035217285
2026-03-08,5.204844236373901,0.6872117519378662
2026-03-09,32.95918869972229,1.0742077827453613
2026-03-10,11.63526463508606,0.701059103012085
2026-03-11,6.187150716781616,0.6079940795898438
2026-03-12,8.813799858093262,0.6956183910369873
2026-03-13,5.87418007850647,0.7555723190307617
2026-03-14,5.298134803771973,0.6272931098937988
2026-03-15,8.779366731643677,0.709740161895752
2026-03-16,23.512091636657715,0.6550700664520264
2026-03-17,10.150759220123291,0.6350524425506592
2026-03-18,14.55767011642456,0.605675220489502
2026-03-19,23.42949628829956,0.6754405498504639
2026-03-20,4.808565855026245,0.6398277282714844
2026-03-21,5.588446378707886,0.6640298366546631
2026-03-22,9.705685377120972,0.6404955387115479
2026-03-23,9.925764083862305,0.6888189315795898
2026-03-24,4.841925382614136,0.6631810665130615
2026-03-25,3.5471434593200684,0.8956451416015625
2026-03-30,18.881231784820557,0.6362102031707764
2026-03-31,12.435476303100586,0.6429018974304199
2026-04-01,6.0613343715667725,0.768845796585083
2026-04-03,5.354512453079224,0.6680464744567871
2026-04-04,4.162619590759277,0.6793622970581055
2026-04-05,5.418765068054199,0.843008279800415
2026-04-07,30.294480323791504,0.719397783279419
2026-04-08,12.687103033065796,0.6554479598999023
2026-04-09,8.674279928207397,0.7921385765075684
2026-04-10,4.764581203460693,0.6743547916412354
2026-04-11,5.574987888336182,0.9837844371795654
2026-04-12,5.669527053833008,0.6518728733062744
2026-04-13,5.496995210647583,0.6582787036895752
2026-04-14,10.721770763397217,0.6680631637573242
2026-04-15,6.278413772583008,0.6431362628936768
2026-04-16,18.253046989440918,0.6358182430267334
2026-04-17,6.131674528121948,0.6222803592681885
2026-04-18,5.511774063110352,0.5700850486755371
2026-04-20,9.595864057540894,0.6530518531799316
2026-04-21,18.887880563735962,0.6671350002288818
2026-04-22,20.353534936904907,0.6499664783477783
2026-04-23,5.880377531051636,0.6879086494445801
2026-04-24,7.445173978805542,0.6755812168121338
2026-04-25,5.429663896560669,0.779301643371582
2026-04-26,21.04492425918579,0.6897969245910645
2026-04-27,6.936750411987305,0.7163019180297852
2026-04-28,9.23198390007019,0.7431118488311768
2026-04-29,5.80854868888855,0.6675980091094971
2026-04-30,5.717335224151611,0.7210183143615723
2026-05-01,5.490887403488159,0.7010736465454102
2026-05-02,4.377099514007568,0.6529769897460938
2026-05-03,5.254317045211792,0.6523444652557373
2026-05-04,5.08969783782959,0.6824383735656738
2026-05-05,7.002192735671997,0.653728723526001
2026-05-06,5.234785079956055,0.6216843128204346
2026-05-07,10.529331684112549,0.6937518119812012
2026-05-08,5.101014614105225,0.6304173469543457
2026-05-09,4.373202800750732,0.6302642822265625
2026-05-10,12.038986444473267,0.6264083385467529
2026-05-11,6.139606475830078,0.6296088695526123
2026-05-12,21.025686264038086,0.5795478820800781
2026-05-13,4.745215654373169,0.6922609806060791
2026-05-14,22.7418794631958,0.6832847595214844
2026-05-15,4.536303758621216,0.6252682209014893
2026-05-16,5.267671823501587,0.661872386932373
2026-05-17,17.25731873512268,0.6133105754852295
2026-05-18,5.801594495773315,0.5978503227233887
2026-05-20,17.9499728679657,0.635711669921875
2026-05-21,6.635381460189819,0.646812915802002
2026-05-22,6.2108073234558105,0.7099299430847168
2026-05-23,4.499397277832031,0.6907055377960205
2026-05-24,6.825279712677002,0.7896022796630859
2026-05-25,94.5877194404602,0.6780469417572021
2026-05-26,16.97203516960144,0.754401445388794
2026-05-27,9.260847806930542,0.5578014850616455
2026-05-28,18.899444580078125,0.6513423919677734
2026-05-29,5.844316482543945,0.6753826141357422
2026-05-30,5.009878158569336,0.7214927673339844
2026-05-31,8.704355001449585,0.9307973384857178
2026-06-01,53.51314449310303,0.597034215927124
2026-06-02,4.448589324951172,0.7205500602722168
2026-06-03,3.882523775100708,0.7497384548187256
2026-06-04,14.819294452667236,0.7166585922241211
2026-06-05,4.577292442321777,0.6806674003601074
2026-06-06,30.523974418640137,0.6571578979492188
2026-06-07,6.605859756469727,0.6508502960205078
2026-06-08,65.2615373134613,0.6341018676757812
2026-06-09,28.66944932937622,0.590660572052002
2026-06-10,23.007034063339233,0.554872989654541
2026-06-11,5.21909236907959,0.6533975601196289
2026-06-12,4.759676933288574,0.6194357872009277
2026-06-13,4.933092832565308,0.6082940101623535
2026-06-14,6.26450514793396,0.6055343151092529
2026-06-15,7.1914591789245605,0.6746339797973633
2026-06-16,5.810730218887329,0.5803346633911133
2026-06-17,12.102991819381714,0.5915944576263428
